CLASS_LVL,GENDER,MAJOR,PREV,LECATTEND,DISCATTEND,FINAL,FINALQ
1,2,8,1,2,2,93,4
1,2,7,2,1,3,99,4
1,2,12,1,1,3,78,3
1,2,12,1,1,1,89,4
1,2,8,1,1,1,73,2
1,2,8,2,2,1,67,2
1,2,12,1,3,2,93,4
1,2,12,1,3,3,63,2
1,2,7,1,2,2,100,4
1,2,12,1,1,3,96,4
1,2,8,1,3,3,95,4
1,2,6,2,3,3,38,1
1,2,8,2,2,3,67,2
1,2,12,3,3,3,88,3
1,2,7,3,3,3,62,2
1,2,7,1,3,3,48,1
1,2,7,3,3,3,96,4
1,2,7,1,1,3,96,4
1,2,7,1,2,3,92,4
1,2,7,3,3,3,100,4
1,2,7,1,1,1,82,3
1,2,12,1,2,1,90,4
1,1,8,1,1,1,83,3
1,1,8,1,2,1,50,1
1,2,12,1,3,3,73,2
1,2,7,2,3,3,76,3
1,2,9,1,2,2,97,4
1,2,7,1,2,3,82,3
1,2,12,3,2,3,96,4
1,2,8,1,1,3,28,1
1,2,7,3,2,2,100,4
1,2,7,2,3,3,64,2
1,2,12,1,1,1,56,1
1,2,7,2,1,1,96,4
1,2,7,3,3,3,97,4
1,2,7,3,2,2,100,4
1,2,7,3,1,3,83,3
1,1,7,1,1,1,91,4
1,1,7,3,1,2,83,3
1,2,12,3,2,3,71,2
1,2,7,3,1,1,63,2
1,2,7,1,3,2,90,4
1,2,8,1,2,2,77,3
1,2,12,2,1,1,2,1
1,2,1,1,3,1,94,4
1,2,7,3,3,3,96,4
1,2,8,1,2,2,95,4
1,2,7,3,3,2,66,2
1,2,7,1,3,3,64,2
1,2,7,1,2,1,95,4
1,2,8,1,1,1,50,1
1,2,7,1,1,2,47,1
1,2,12,3,3,3,95,4
1,2,12,1,3,1,84,3
1,2,7,3,2,3,77,3
1,2,12,1,2,1,83,3
1,2,7,2,1,2,95,4
1,2,7,1,1,1,87,3
1,2,8,1,2,2,7,1
1,1,8,1,3,1,68,2
1,2,6,1,1,1,76,3
1,2,7,2,2,3,90,4
1,1,8,1,3,2,83,3
1,1,7,3,3,3,88,3
1,2,4,1,1,3,83,3
1,1,8,1,2,3,69,2
1,2,7,2,3,3,80,3
1,2,11,2,1,1,77,3
1,1,7,1,2,2,78,3
1,2,7,1,2,2,76,3
1,2,7,3,3,3,89,4
1,2,12,2,3,3,84,3
1,2,4,2,2,3,73,2
1,2,10,1,2,3,66,2
1,2,7,1,2,3,66,2
1,2,12,3,1,3,73,2
1,2,7,3,3,3,98,4
1,1,12,1,2,2,75,3
1,2,8,1,1,3,94,4
1,2,8,1,1,1,79,3
1,2,7,1,1,3,52,1
1,2,7,2,2,1,90,4
1,2,7,3,3,3,75,3
1,2,12,3,3,3,57,2
1,2,7,3,3,3,73,2
1,2,12,2,1,2,86,3
1,1,12,1,3,3,40,1
1,2,7,2,2,2,74,2
1,2,11,3,2,1,92,4
1,2,7,3,3,3,98,4
1,1,7,3,3,3,85,3
1,2,12,1,2,2,24,1
1,2,12,1,1,1,93,4
1,2,12,1,2,3,99,4
1,2,11,1,1,1,49,1
1,2,7,1,2,2,68,2
1,2,12,1,2,1,43,1
1,2,8,1,1,1,28,1
1,2,11,2,2,3,72,2
1,1,7,1,1,2,22,1
1,2,7,3,3,3,69,2
1,2,12,2,3,1,65,2
1,2,12,3,3,3,62,2
1,2,12,1,2,2,91,4
1,1,8,2,1,2,51,1
1,1,3,1,3,1,46,1
1,2,11,2,3,3,88,3
1,2,12,1,1,2,56,1
1,2,12,1,3,3,98,4
1,1,8,1,3,3,85,3
1,2,12,1,1,2,91,4
1,1,8,1,1,1,100,4
1,2,12,1,3,3,75,3
1,1,7,3,1,1,98,4
1,2,7,2,1,2,92,4
1,2,10,1,2,2,33,1
1,1,8,1,2,2,11,1
1,2,8,1,2,1,71,2
1,2,12,2,2,3,80,3
1,2,8,1,2,2,41,1
1,2,7,3,3,3,62,2
1,1,7,1,2,2,82,3
1,2,12,1,1,3,88,3
1,2,12,3,3,3,70,2
1,1,8,1,2,2,39,1
1,1,8,1,2,2,72,2
1,2,8,2,1,1,92,4
1,2,7,3,3,3,63,2
1,2,12,1,3,2,81,3
1,2,8,1,2,3,54,1
1,2,12,1,3,2,91,4
1,1,12,2,2,3,85,3
1,2,6,1,3,2,84,3
1,2,12,1,2,2,36,1
1,2,7,2,3,1,61,2
1,2,12,1,2,2,25,1
1,2,6,1,1,1,70,2
1,2,8,2,2,2,63,2
1,2,7,3,3,3,97,4
1,2,7,3,2,3,75,3
1,2,12,2,2,3,44,1
1,2,7,1,2,2,77,3
1,2,7,1,1,2,65,2
1,2,7,3,1,3,55,1
1,1,7,3,1,2,53,1
1,2,7,1,1,1,46,1
1,1,7,3,2,3,45,1
1,2,12,1,2,2,72,2
1,2,6,2,3,1,61,2
1,2,8,1,3,3,88,3
1,1,12,1,3,3,0,1
1,1,7,3,3,3,78,3
1,2,7,3,2,2,58,2
1,2,12,1,2,2,35,1
1,2,6,1,3,1,84,3
1,2,12,1,3,3,61,2
1,1,12,1,1,1,69,2
1,2,6,3,2,2,100,4
1,2,6,1,3,3,68,2
1,2,6,1,3,3,90,4
1,2,6,1,1,1,95,4
1,2,8,1,3,3,55,1
1,2,6,1,1,3,80,3
1,2,6,1,2,3,95,4
1,2,12,1,3,3,84,3
1,2,2,1,3,2,18,1
1,2,6,2,1,1,86,3
1,2,11,2,2,3,75,3
1,2,6,1,2,3,65,2
1,2,6,1,3,3,86,3
1,2,6,1,3,3,83,3
1,2,11,1,1,2,98,4
1,2,8,1,1,2,7,1
1,2,12,1,3,3,77,3
1,2,6,3,3,3,65,2
1,2,6,1,1,2,62,2
1,2,6,1,3,3,48,1
1,2,6,1,3,3,90,4
1,1,12,1,1,1,39,1
1,2,6,1,2,2,80,3
1,2,6,3,1,1,98,4
1,2,12,2,1,3,77,3
1,2,6,1,1,1,83,3
1,2,11,1,2,2,84,3
1,2,6,1,3,3,98,4
1,1,6,1,1,1,93,4
1,1,7,2,3,3,95,4
1,1,1,1,1,1,80,3
1,1,6,2,3,3,70,2
1,2,6,1,1,1,99,4
1,2,6,1,3,3,90,4
1,2,6,1,2,2,71,2
1,2,6,3,2,3,95,4
1,2,7,1,1,1,90,4
1,1,6,2,1,1,67,2
1,2,4,1,1,1,45,1
1,2,6,1,3,3,77,3
1,2,10,1,3,3,45,1
1,2,6,3,1,1,88,3
1,2,12,1,2,2,18,1
1,2,6,1,2,3,63,2
1,2,6,3,1,1,100,4
1,2,2,1,1,2,67,2
1,2,6,1,2,3,70,2
1,2,6,3,2,2,91,4
1,2,12,3,2,1,45,1
1,2,2,1,3,2,85,3
1,2,6,1,1,3,85,3
1,2,6,1,2,2,63,2
1,2,6,1,2,3,62,2
1,2,6,3,3,3,66,2
1,1,8,1,1,3,72,2
1,2,6,1,3,1,73,2
1,1,6,1,3,3,66,2
1,2,6,1,3,3,64,2
1,1,6,1,1,1,44,1
1,2,12,2,2,3,72,2
1,2,6,1,3,1,85,3
1,2,7,2,2,1,45,1
1,1,8,1,1,2,84,3
1,2,1,3,3,1,78,3
1,2,6,1,1,3,25,1
1,1,6,2,2,2,75,3
1,2,12,1,1,1,32,1
1,1,8,1,1,1,66,2
1,1,6,1,3,3,80,3
1,2,8,1,2,1,51,1
1,2,6,1,1,3,71,2
1,2,11,1,3,3,75,3
1,2,6,1,3,2,70,2
1,2,6,3,3,3,95,4
1,2,6,2,1,3,78,3
1,2,7,1,2,1,85,3
1,1,8,3,1,1,81,3
1,2,6,2,2,2,85,3
1,2,1,1,1,1,55,1
1,1,7,1,2,1,75,3
1,2,4,1,2,2,41,1
1,1,6,1,3,3,40,1
1,2,12,1,1,1,37,1
1,1,8,1,3,1,8,1
1,1,6,1,2,1,90,4
1,1,6,1,2,1,59,2
1,2,12,3,3,3,34,1
1,2,1,1,2,3,20,1
1,2,7,1,3,3,100,4
1,1,8,1,1,3,6,1
1,2,6,3,1,1,92,4
1,2,6,1,2,1,59,2
1,2,10,1,3,3,93,4
1,2,8,1,3,1,63,2
1,2,6,1,3,3,35,1
1,2,6,1,1,3,85,3
1,1,12,1,1,2,75,3
1,2,4,1,2,1,83,3
1,2,12,1,1,1,35,1
1,2,6,1,2,3,85,3
1,2,6,1,3,3,83,3
1,2,6,1,2,2,76,3
1,2,6,1,1,3,93,4
1,1,4,1,2,2,73,2
1,2,6,1,3,3,80,3
1,2,6,2,2,2,80,3
1,1,6,3,3,3,75,3
1,2,6,1,3,3,91,4
1,2,8,3,3,3,80,3
1,2,4,1,2,3,100,4
1,1,8,1,1,1,85,3
1,2,6,1,3,3,90,4
1,2,9,2,2,3,91,4
1,2,9,3,3,3,50,1
1,2,6,1,2,3,69,2
1,2,6,1,2,2,60,2
1,2,6,1,2,1,80,3
1,2,6,1,2,1,42,1
1,2,9,1,2,3,60,2
1,1,10,2,3,3,45,1
1,2,6,1,2,3,68,2
1,2,12,2,3,1,75,3
1,2,7,1,3,2,87,3
1,2,6,1,3,3,96,4
1,2,6,1,1,2,86,3
1,1,8,1,2,2,80,3
1,2,7,2,3,3,69,2
1,2,8,2,2,2,63,2
1,2,6,1,3,1,47,1
1,1,3,1,3,3,84,3
1,2,10,1,2,2,28,1
1,2,6,1,1,1,90,4
1,1,4,1,2,1,11,1
1,1,9,1,2,3,24,1
1,2,6,2,3,2,83,3
1,2,4,3,3,3,72,2
1,2,12,2,3,3,89,4
1,2,6,1,3,3,83,3
1,2,8,3,3,3,93,4
1,1,11,1,1,1,95,4
1,1,6,1,1,3,78,3
1,1,8,1,2,3,88,3
1,2,12,1,1,2,80,3
1,2,6,1,3,3,75,3
1,2,6,1,3,2,81,3
1,2,6,1,1,2,80,3
1,2,2,1,2,3,73,2
1,2,6,1,2,2,75,3
1,2,12,3,3,3,82,3
1,2,6,1,3,3,74,2
1,2,6,1,2,3,75,3
1,2,6,1,2,1,66,2
1,2,6,2,3,1,93,4
1,1,8,1,2,2,2,1
1,2,8,1,2,3,73,2
1,2,8,1,1,3,93,4
1,2,6,2,3,1,80,3
1,2,12,3,1,3,93,4
1,2,12,1,2,1,78,3
1,2,7,3,3,3,81,3
1,2,6,1,1,1,90,4
1,2,8,1,2,3,35,1
1,2,7,1,3,3,98,4
1,2,6,1,2,3,83,3
1,2,10,1,3,3,94,4
1,2,7,3,1,1,0,1
1,2,6,1,2,3,100,4
1,2,6,2,3,3,100,4
1,2,7,2,3,3,100,4
1,2,12,2,3,3,100,4
1,2,6,1,3,3,100,4
1,2,6,1,1,1,100,4
1,2,4,1,3,3,100,4
1,2,6,3,3,3,100,4
1,1,6,3,3,3,100,4
1,1,6,1,1,1,99,4
1,2,6,1,2,1,99,4
1,2,12,2,1,3,98,4
1,2,6,3,1,1,98,4
1,2,6,1,3,3,98,4
1,2,6,3,3,3,98,4
1,2,6,1,3,3,98,4
1,2,6,2,3,2,98,4
1,2,6,2,3,3,98,4
1,2,7,2,1,1,98,4
1,2,12,3,1,3,98,4
1,2,6,1,1,1,97,4
1,2,1,1,3,3,97,4
1,2,6,3,3,3,97,4
1,2,6,1,2,1,97,4
1,2,6,1,2,2,96,4
1,1,11,3,1,3,96,4
1,2,6,1,3,1,96,4
1,2,12,1,1,2,96,4
1,2,6,1,1,1,96,4
1,2,11,1,3,3,96,4
1,1,8,1,2,2,96,4
1,1,12,1,1,1,95,4
1,2,6,1,3,1,95,4
1,2,12,1,2,1,95,4
1,2,6,1,1,1,95,4
1,2,12,1,3,3,94,4
1,2,8,3,3,3,94,4
1,1,6,2,1,1,94,4
1,2,6,2,1,3,94,4
1,2,6,1,3,2,93,4
1,1,7,1,3,3,93,4
1,2,6,1,3,3,93,4
1,2,11,1,1,1,93,4
1,2,6,1,3,1,93,4
1,2,8,3,1,1,93,4
1,2,7,1,1,1,93,4
1,2,6,1,2,3,92,4
1,2,6,2,3,3,91,4
1,2,12,3,3,3,91,4
1,2,6,3,3,3,91,4
1,2,1,1,3,3,91,4
1,2,7,2,1,1,91,4
1,2,6,1,3,3,91,4
1,2,7,2,1,1,91,4
1,2,6,3,2,1,90,4
1,2,6,1,2,2,90,4
1,2,6,3,3,3,90,4
1,1,6,3,3,3,90,4
1,2,12,1,2,1,90,4
1,2,6,1,2,2,89,4
1,2,6,1,1,3,89,4
1,2,8,3,2,1,89,4
1,2,6,1,3,1,89,4
1,1,7,1,1,1,88,3
1,2,6,1,1,1,88,3
1,2,7,1,2,2,88,3
1,2,6,1,2,2,87,3
1,2,6,3,3,3,87,3
1,2,12,3,3,3,87,3
1,2,8,2,1,3,86,3
1,1,11,2,1,1,86,3
1,2,6,1,3,3,85,3
1,2,6,1,1,1,85,3
1,2,6,1,3,3,85,3
1,2,12,2,1,2,84,3
1,2,7,3,3,3,83,3
1,2,6,3,3,2,83,3
1,2,6,1,3,3,83,3
1,2,6,1,3,3,83,3
1,2,6,3,3,2,83,3
1,1,1,1,1,3,82,3
1,2,4,1,1,1,82,3
1,1,12,2,1,1,82,3
1,2,6,3,2,3,82,3
1,2,6,1,2,1,82,3
1,2,6,1,2,3,82,3
1,1,1,1,1,1,82,3
1,2,6,1,3,1,82,3
1,2,6,1,1,1,82,3
1,2,6,2,3,3,80,3
1,2,6,2,1,1,80,3
1,2,12,1,3,3,80,3
1,2,1,1,2,2,79,3
1,2,2,1,1,1,79,3
1,1,12,1,1,1,79,3
1,2,7,1,1,1,79,3
1,2,6,2,3,3,79,3
1,2,6,1,3,2,79,3
1,2,4,1,2,1,79,3
1,1,6,1,1,1,79,3
1,1,6,1,1,1,79,3
1,2,6,1,2,3,78,3
1,1,7,1,3,3,78,3
1,1,6,1,1,1,78,3
1,2,6,1,2,2,78,3
1,2,12,1,1,1,77,3
1,2,4,1,3,3,77,3
1,2,11,2,3,3,77,3
1,1,7,1,1,1,77,3
1,2,2,1,1,1,76,3
1,2,7,3,3,3,76,3
1,1,6,1,3,3,75,3
1,2,4,1,3,3,75,3
1,1,11,1,3,1,75,3
1,2,6,2,3,3,74,2
1,1,12,1,3,2,74,2
1,2,6,2,2,1,74,2
1,2,6,1,3,2,74,2
1,2,6,1,1,3,73,2
1,2,6,1,3,3,73,2
1,1,9,3,3,3,72,2
1,2,9,1,2,1,71,2
1,2,8,1,2,2,71,2
1,2,6,1,3,3,71,2
1,1,2,1,1,1,70,2
1,2,12,1,2,1,70,2
1,2,1,1,3,3,69,2
1,2,6,1,1,2,69,2
1,2,11,1,3,3,69,2
1,2,12,3,1,1,69,2
1,2,2,1,1,1,69,2
1,2,6,2,3,3,68,2
1,2,6,1,3,3,68,2
1,2,12,2,2,1,68,2
1,2,6,1,3,3,68,2
1,1,6,1,2,1,68,2
1,2,8,1,3,3,67,2
1,2,6,2,3,3,67,2
1,2,1,2,3,3,67,2
1,2,6,3,3,3,65,2
1,2,6,2,1,1,65,2
1,1,12,1,2,2,65,2
1,2,6,1,3,3,64,2
1,2,12,2,1,1,64,2
1,2,6,1,2,1,64,2
1,2,8,1,3,1,63,2
1,2,12,1,3,2,62,2
1,2,6,1,2,1,62,2
1,2,6,1,2,2,62,2
1,2,6,1,2,3,61,2
1,2,6,1,1,1,61,2
1,2,6,1,1,3,60,2
1,1,8,1,3,2,60,2
1,2,12,1,1,1,60,2
1,2,12,1,2,2,59,2
1,2,2,1,3,3,59,2
1,1,12,1,3,2,59,2
1,1,7,1,3,2,59,2
1,2,10,1,3,3,58,2
1,1,6,1,2,1,58,2
1,1,12,1,1,2,58,2
1,2,6,3,1,2,57,2
1,2,12,3,3,3,57,2
1,1,8,1,1,1,57,2
1,2,12,1,3,3,57,2
1,2,6,1,3,3,57,2
1,2,12,1,1,1,57,2
1,2,6,1,3,3,56,1
1,1,6,3,3,2,56,1
1,2,6,1,3,2,56,1
1,1,8,1,1,2,55,1
1,2,12,1,2,2,54,1
1,1,12,1,3,3,53,1
1,2,12,2,3,3,53,1
1,2,11,1,2,1,52,1
1,2,6,1,2,3,52,1
1,1,7,1,2,2,51,1
1,1,8,1,2,3,50,1
1,2,8,2,1,3,50,1
1,2,6,1,1,1,50,1
1,2,6,1,3,2,50,1
1,2,6,1,3,3,49,1
1,2,4,2,3,3,48,1
1,2,8,3,2,2,47,1
1,1,8,3,2,2,46,1
1,2,6,1,1,2,46,1
1,2,10,1,3,2,46,1
1,2,6,1,3,3,45,1
1,2,6,1,3,3,45,1
1,2,6,1,2,2,44,1
1,2,6,3,3,3,43,1
1,2,6,2,3,3,41,1
1,2,6,2,3,3,41,1
1,1,6,3,3,3,41,1
1,1,1,1,3,2,41,1
1,2,6,1,2,3,39,1
1,1,8,1,2,1,39,1
1,2,9,3,3,2,39,1
1,2,1,1,3,2,38,1
1,2,10,1,1,3,38,1
1,2,4,1,3,1,38,1
1,2,12,1,3,2,37,1
1,2,6,1,2,2,37,1
1,2,12,1,2,1,37,1
1,2,1,2,3,3,37,1
1,2,12,1,3,1,36,1
1,2,6,1,3,3,36,1
1,2,12,1,3,3,35,1
1,2,8,1,3,3,34,1
1,2,12,1,1,2,32,1
1,2,8,1,2,3,32,1
1,2,12,1,2,1,32,1
1,2,12,1,2,2,32,1
1,2,6,1,1,1,31,1
1,1,9,1,1,1,29,1
1,2,12,1,1,1,23,1
1,2,10,1,3,3,18,1
1,2,1,1,2,3,16,1
1,2,12,1,1,1,12,1
1,1,8,1,2,2,9,1
1,2,12,2,2,2,8,1
